review_id,symbol,timeframe,exchange,fib_source,fib_id,fib_level,fib_price,fib_levels,event_bar,event_time,relation,auto_candidate,touch_type,approach_side,note,evidence_forward_bars,evidence_closes_beyond,evidence_closes_back,evidence_max_penetration_atr,swing_start_time,swing_end_time,swing_direction,swing_start_bar,swing_end_bar,anchor_a_time,anchor_a_price,anchor_a_bar,anchor_b_time,anchor_b_price,anchor_b_bar,chart_path,human_label,human_confidence,human_note
BTC-USD_1d_L0p382_s255_e931_b1299_react,BTC/USD,1d,bitfinex,machine_swing,,0.382,75206.97,"[{""price"":85451.06,""ratio"":""0.236""},{""price"":75206.97,""ratio"":""0.382""},{""price"":66927.5,""ratio"":""0.5""},{""price"":58648.03,""ratio"":""0.618""},{""price"":46860.31,""ratio"":""0.786""}]",1299,2026-05-22T00:00:00+00:00,above,reaction_candidate,close_above,above,Reacted at level without a clear breakout or rejection,5,1,5,0.3548,2023-07-13T00:00:00+00:00,2025-05-19T00:00:00+00:00,up,255,931,2023-07-13T00:00:00+00:00,31845.0,255,2025-05-19T00:00:00+00:00,102010.0,931,charts/BTC-USD_1d_L0p382_s255_e931_b1299_react.png,,,
BTC-USD_1d_L0p5_s150_e151_b336_react,BTC/USD,1d,bitfinex,machine_swing,,0.5,28337.5,"[{""price"":27897.412,""ratio"":""0.236""},{""price"":28140.794,""ratio"":""0.382""},{""price"":28337.5,""ratio"":""0.5""},{""price"":28534.206,""ratio"":""0.618""},{""price"":28814.262,""ratio"":""0.786""}]",336,2023-10-02T00:00:00+00:00,touch,reaction_candidate,wick_above,below,Reacted at level without a clear breakout or rejection,5,0,6,0.0,2023-03-30T00:00:00+00:00,2023-03-31T00:00:00+00:00,down,150,151,2023-03-30T00:00:00+00:00,29171.0,150,2023-03-31T00:00:00+00:00,27504.0,151,charts/BTC-USD_1d_L0p5_s150_e151_b336_react.png,,,
BTC-USD_1d_L0p5_s193_e216_b296_rej,BTC/USD,1d,bitfinex,machine_swing,,0.5,26664.5,"[{""price"":27090.86,""ratio"":""0.236""},{""price"":26855.07,""ratio"":""0.382""},{""price"":26664.5,""ratio"":""0.5""},{""price"":26473.93,""ratio"":""0.618""},{""price"":26202.61,""ratio"":""0.786""}]",296,2023-08-23T00:00:00+00:00,touch,rejection_candidate,wick_above,below,Touched level and rejected back to the approach side,5,0,6,0.0,2023-05-12T00:00:00+00:00,2023-06-04T00:00:00+00:00,up,193,216,2023-05-12T00:00:00+00:00,25857.0,193,2023-06-04T00:00:00+00:00,27472.0,216,charts/BTC-USD_1d_L0p5_s193_e216_b296_rej.png,,,
BTC-USD_1d_L0p5_s218_e219_b220_fail,BTC/USD,1d,bitfinex,machine_swing,,0.5,26362.0,"[{""price"":26906.368,""ratio"":""0.236""},{""price"":26605.316,""ratio"":""0.382""},{""price"":26362.0,""ratio"":""0.5""},{""price"":26118.684,""ratio"":""0.618""},{""price"":25772.268,""ratio"":""0.786""}]",220,2023-06-08T00:00:00+00:00,cross,failure_candidate,wick_below,below,Accepted beyond level then reversed back across it,5,2,4,0.1774,2023-06-06T00:00:00+00:00,2023-06-07T00:00:00+00:00,up,218,219,2023-06-06T00:00:00+00:00,25331.0,218,2023-06-07T00:00:00+00:00,27393.0,219,charts/BTC-USD_1d_L0p5_s218_e219_b220_fail.png,,,
BTC-USD_1d_L0p5_s227_e275_b290_cont,BTC/USD,1d,bitfinex,machine_swing,,0.5,27450.5,"[{""price"":28836.764,""ratio"":""0.236""},{""price"":28070.118,""ratio"":""0.382""},{""price"":27450.5,""ratio"":""0.5""},{""price"":26830.882,""ratio"":""0.618""},{""price"":25948.714,""ratio"":""0.786""}]",290,2023-08-17T00:00:00+00:00,cross,continuation_candidate,wick_above,above,Broke through level and continued,5,6,0,1.7749,2023-06-15T00:00:00+00:00,2023-08-02T00:00:00+00:00,up,227,275,2023-06-15T00:00:00+00:00,24825.0,227,2023-08-02T00:00:00+00:00,30076.0,275,charts/BTC-USD_1d_L0p5_s227_e275_b290_cont.png,,,
BTC-USD_1d_L0p5_s249_e1021_b1304_cont,BTC/USD,1d,bitfinex,machine_swing,,0.5,74215.0,"[{""price"":97692.52,""ratio"":""0.236""},{""price"":84708.74,""ratio"":""0.382""},{""price"":74215.0,""ratio"":""0.5""},{""price"":63721.26,""ratio"":""0.618""},{""price"":48781.02,""ratio"":""0.786""}]",1304,2026-05-27T00:00:00+00:00,touch,continuation_candidate,close_above,above,Broke through level and continued,5,5,1,1.3923,2023-07-07T00:00:00+00:00,2025-08-17T00:00:00+00:00,up,249,1021,2023-07-07T00:00:00+00:00,29750.0,249,2025-08-17T00:00:00+00:00,118680.0,1021,charts/BTC-USD_1d_L0p5_s249_e1021_b1304_cont.png,,,
BTC-USD_1d_L0p5_s255_e274_b281_rej,BTC/USD,1d,bitfinex,machine_swing,,0.5,30241.0,"[{""price"":29394.088,""ratio"":""0.236""},{""price"":29862.456,""ratio"":""0.382""},{""price"":30241.0,""ratio"":""0.5""},{""price"":30619.544,""ratio"":""0.618""},{""price"":31158.488,""ratio"":""0.786""}]",281,2023-08-08T00:00:00+00:00,touch,rejection_candidate,close_below,below,Touched level and rejected back to the approach side,5,0,6,0.0,2023-07-13T00:00:00+00:00,2023-08-01T00:00:00+00:00,down,255,274,2023-07-13T00:00:00+00:00,31845.0,255,2023-08-01T00:00:00+00:00,28637.0,274,charts/BTC-USD_1d_L0p5_s255_e274_b281_rej.png,,,
BTC-USD_1d_L0p5_s255_e295_b336_react,BTC/USD,1d,bitfinex,machine_swing,,0.5,28616.0,"[{""price"":26911.088,""ratio"":""0.236""},{""price"":27853.956,""ratio"":""0.382""},{""price"":28616.0,""ratio"":""0.5""},{""price"":29378.044,""ratio"":""0.618""},{""price"":30462.988,""ratio"":""0.786""}]",336,2023-10-02T00:00:00+00:00,below,reaction_candidate,close_below,below,Reacted at level without a clear breakout or rejection,5,0,6,0.0,2023-07-13T00:00:00+00:00,2023-08-22T00:00:00+00:00,down,255,295,2023-07-13T00:00:00+00:00,31845.0,255,2023-08-22T00:00:00+00:00,25387.0,295,charts/BTC-USD_1d_L0p5_s255_e295_b336_react.png,,,
BTC-USD_1d_L0p5_s255_e948_b1193_fail,BTC/USD,1d,bitfinex,machine_swing,,0.5,66182.5,"[{""price"":84312.7,""ratio"":""0.236""},{""price"":74286.15,""ratio"":""0.382""},{""price"":66182.5,""ratio"":""0.5""},{""price"":58078.85,""ratio"":""0.618""},{""price"":46541.45,""ratio"":""0.786""}]",1193,2026-02-05T00:00:00+00:00,cross,failure_candidate,wick_above,above,Accepted beyond level then reversed back across it,5,1,5,0.7762,2023-07-13T00:00:00+00:00,2025-06-05T00:00:00+00:00,up,255,948,2023-07-13T00:00:00+00:00,31845.0,255,2025-06-05T00:00:00+00:00,100520.0,948,charts/BTC-USD_1d_L0p5_s255_e948_b1193_fail.png,,,
BTC-USD_1d_L0p618_s165_e172_b185_rej,BTC/USD,1d,bitfinex,machine_swing,,0.618,29511.434,"[{""price"":28054.868,""ratio"":""0.236""},{""price"":28611.566,""ratio"":""0.382""},{""price"":29061.5,""ratio"":""0.5""},{""price"":29511.434,""ratio"":""0.618""},{""price"":30152.018,""ratio"":""0.786""}]",185,2023-05-04T00:00:00+00:00,below,rejection_candidate,close_below,below,Touched level and rejected back to the approach side,5,0,5,0.0137,2023-04-14T00:00:00+00:00,2023-04-21T00:00:00+00:00,down,165,172,2023-04-14T00:00:00+00:00,30968.0,165,2023-04-21T00:00:00+00:00,27155.0,172,charts/BTC-USD_1d_L0p618_s165_e172_b185_rej.png,,,
BTC-USD_1d_L0p618_s165_e172_b354_cont,BTC/USD,1d,bitfinex,machine_swing,,0.618,29511.434,"[{""price"":28054.868,""ratio"":""0.236""},{""price"":28611.566,""ratio"":""0.382""},{""price"":29061.5,""ratio"":""0.5""},{""price"":29511.434,""ratio"":""0.618""},{""price"":30152.018,""ratio"":""0.786""}]",354,2023-10-20T00:00:00+00:00,cross,continuation_candidate,wick_below,below,Broke through level and continued,5,6,0,6.1371,2023-04-14T00:00:00+00:00,2023-04-21T00:00:00+00:00,down,165,172,2023-04-14T00:00:00+00:00,30968.0,165,2023-04-21T00:00:00+00:00,27155.0,172,charts/BTC-USD_1d_L0p618_s165_e172_b354_cont.png,,,
BTC-USD_1d_L0p618_s206_e207_b328_react,BTC/USD,1d,bitfinex,machine_swing,,0.618,26291.302,"[{""price"":26696.604,""ratio"":""0.236""},{""price"":26541.698,""ratio"":""0.382""},{""price"":26416.5,""ratio"":""0.5""},{""price"":26291.302,""ratio"":""0.618""},{""price"":26113.054,""ratio"":""0.786""}]",328,2023-09-24T00:00:00+00:00,touch,reaction_candidate,wick_below,above,Reacted at level without a clear breakout or rejection,5,0,3,0.0761,2023-05-25T00:00:00+00:00,2023-05-26T00:00:00+00:00,up,206,207,2023-05-25T00:00:00+00:00,25886.0,206,2023-05-26T00:00:00+00:00,26947.0,207,charts/BTC-USD_1d_L0p618_s206_e207_b328_react.png,,,
BTC-USD_1d_L0p618_s218_e225_b290_react,BTC/USD,1d,bitfinex,machine_swing,,0.618,25760.368,"[{""price"":26189.736,""ratio"":""0.236""},{""price"":26025.632,""ratio"":""0.382""},{""price"":25893.0,""ratio"":""0.5""},{""price"":25760.368,""ratio"":""0.618""},{""price"":25571.536,""ratio"":""0.786""}]",290,2023-08-17T00:00:00+00:00,touch,reaction_candidate,wick_below,above,Reacted at level without a clear breakout or rejection,5,0,6,0.0,2023-06-06T00:00:00+00:00,2023-06-13T00:00:00+00:00,up,218,225,2023-06-06T00:00:00+00:00,25331.0,218,2023-06-13T00:00:00+00:00,26455.0,225,charts/BTC-USD_1d_L0p618_s218_e225_b290_react.png,,,
BTC-USD_1d_L0p618_s227_e235_b332_cont,BTC/USD,1d,bitfinex,machine_swing,,0.618,27348.11,"[{""price"":29871.22,""ratio"":""0.236""},{""price"":28906.89,""ratio"":""0.382""},{""price"":28127.5,""ratio"":""0.5""},{""price"":27348.11,""ratio"":""0.618""},{""price"":26238.47,""ratio"":""0.786""}]",332,2023-09-28T00:00:00+00:00,below,continuation_candidate,close_below,below,Broke through level and continued,5,3,3,1.0652,2023-06-15T00:00:00+00:00,2023-06-23T00:00:00+00:00,up,227,235,2023-06-15T00:00:00+00:00,24825.0,227,2023-06-23T00:00:00+00:00,31430.0,235,charts/BTC-USD_1d_L0p618_s227_e235_b332_cont.png,,,
BTC-USD_1d_L0p618_s227_e245_b322_rej,BTC/USD,1d,bitfinex,machine_swing,,0.618,27342.762,"[{""price"":29860.524,""ratio"":""0.236""},{""price"":28898.238,""ratio"":""0.382""},{""price"":28120.5,""ratio"":""0.5""},{""price"":27342.762,""ratio"":""0.618""},{""price"":26235.474,""ratio"":""0.786""}]",322,2023-09-18T00:00:00+00:00,touch,rejection_candidate,wick_above,below,Touched level and rejected back to the approach side,5,0,6,0.0,2023-06-15T00:00:00+00:00,2023-07-03T00:00:00+00:00,up,227,245,2023-06-15T00:00:00+00:00,24825.0,227,2023-07-03T00:00:00+00:00,31416.0,245,charts/BTC-USD_1d_L0p618_s227_e245_b322_rej.png,,,
BTC-USD_1d_L0p618_s227_e258_b345_fail,BTC/USD,1d,bitfinex,machine_swing,,0.618,26986.738,"[{""price"":29148.476,""ratio"":""0.236""},{""price"":28322.262,""ratio"":""0.382""},{""price"":27654.5,""ratio"":""0.5""},{""price"":26986.738,""ratio"":""0.618""},{""price"":26036.026,""ratio"":""0.786""}]",345,2023-10-11T00:00:00+00:00,cross,failure_candidate,wick_above,above,Accepted beyond level then reversed back across it,5,4,2,0.2953,2023-06-15T00:00:00+00:00,2023-07-16T00:00:00+00:00,up,227,258,2023-06-15T00:00:00+00:00,24825.0,227,2023-07-16T00:00:00+00:00,30484.0,258,charts/BTC-USD_1d_L0p618_s227_e258_b345_fail.png,,,
BTC-USD_1d_L0p618_s249_e1021_b1193_fail,BTC/USD,1d,bitfinex,machine_swing,,0.618,63721.26,"[{""price"":97692.52,""ratio"":""0.236""},{""price"":84708.74,""ratio"":""0.382""},{""price"":74215.0,""ratio"":""0.5""},{""price"":63721.26,""ratio"":""0.618""},{""price"":48781.02,""ratio"":""0.786""}]",1193,2026-02-05T00:00:00+00:00,cross,failure_candidate,wick_above,above,Accepted beyond level then reversed back across it,5,1,5,0.1778,2023-07-07T00:00:00+00:00,2025-08-17T00:00:00+00:00,up,249,1021,2023-07-07T00:00:00+00:00,29750.0,249,2025-08-17T00:00:00+00:00,118680.0,1021,charts/BTC-USD_1d_L0p618_s249_e1021_b1193_fail.png,,,
BTC-USD_1d_L0p786_s165_e175_b248_fail,BTC/USD,1d,bitfinex,machine_swing,,0.786,30114.14,"[{""price"":27919.64,""ratio"":""0.236""},{""price"":28502.18,""ratio"":""0.382""},{""price"":28973.0,""ratio"":""0.5""},{""price"":29443.82,""ratio"":""0.618""},{""price"":30114.14,""ratio"":""0.786""}]",248,2023-07-06T00:00:00+00:00,cross,failure_candidate,wick_above,above,Accepted beyond level then reversed back across it,5,1,4,0.1916,2023-04-14T00:00:00+00:00,2023-04-24T00:00:00+00:00,down,165,175,2023-04-14T00:00:00+00:00,30968.0,165,2023-04-24T00:00:00+00:00,26978.0,175,charts/BTC-USD_1d_L0p786_s165_e175_b248_fail.png,,,
BTC-USD_1d_L0p786_s165_e193_b354_cont,BTC/USD,1d,bitfinex,machine_swing,,0.786,29874.246,"[{""price"":27063.196,""ratio"":""0.236""},{""price"":27809.402,""ratio"":""0.382""},{""price"":28412.5,""ratio"":""0.5""},{""price"":29015.598,""ratio"":""0.618""},{""price"":29874.246,""ratio"":""0.786""}]",354,2023-10-20T00:00:00+00:00,touch,continuation_candidate,wick_above,below,Broke through level and continued,5,4,1,5.6911,2023-04-14T00:00:00+00:00,2023-05-12T00:00:00+00:00,down,165,193,2023-04-14T00:00:00+00:00,30968.0,165,2023-05-12T00:00:00+00:00,25857.0,193,charts/BTC-USD_1d_L0p786_s165_e193_b354_cont.png,,,
BTC-USD_1d_L0p786_s165_e199_b275_react,BTC/USD,1d,bitfinex,machine_swing,,0.786,29993.23,"[{""price"":27487.98,""ratio"":""0.236""},{""price"":28153.01,""ratio"":""0.382""},{""price"":28690.5,""ratio"":""0.5""},{""price"":29227.99,""ratio"":""0.618""},{""price"":29993.23,""ratio"":""0.786""}]",275,2023-08-02T00:00:00+00:00,touch,reaction_candidate,wick_above,below,Reacted at level without a clear breakout or rejection,5,0,6,0.0,2023-04-14T00:00:00+00:00,2023-05-18T00:00:00+00:00,down,165,199,2023-04-14T00:00:00+00:00,30968.0,165,2023-05-18T00:00:00+00:00,26413.0,199,charts/BTC-USD_1d_L0p786_s165_e199_b275_react.png,,,
BTC-USD_1d_L0p786_s182_e196_b209_fail,BTC/USD,1d,bitfinex,machine_swing,,0.786,27688.148,"[{""price"":27678.248,""ratio"":""0.236""},{""price"":27680.876,""ratio"":""0.382""},{""price"":27683.0,""ratio"":""0.5""},{""price"":27685.124,""ratio"":""0.618""},{""price"":27688.148,""ratio"":""0.786""}]",209,2023-05-28T00:00:00+00:00,cross,failure_candidate,wick_below,below,Accepted beyond level then reversed back across it,5,1,3,0.4843,2023-05-01T00:00:00+00:00,2023-05-15T00:00:00+00:00,down,182,196,2023-05-01T00:00:00+00:00,27692.0,182,2023-05-15T00:00:00+00:00,27674.0,196,charts/BTC-USD_1d_L0p786_s182_e196_b209_fail.png,,,
BTC-USD_1d_L0p786_s210_e227_b335_cont,BTC/USD,1d,bitfinex,machine_swing,,0.786,27693.9,"[{""price"":25686.4,""ratio"":""0.236""},{""price"":26219.3,""ratio"":""0.382""},{""price"":26650.0,""ratio"":""0.5""},{""price"":27080.7,""ratio"":""0.618""},{""price"":27693.9,""ratio"":""0.786""}]",335,2023-10-01T00:00:00+00:00,cross,continuation_candidate,wick_below,below,Broke through level and continued,5,3,3,0.505,2023-05-29T00:00:00+00:00,2023-06-15T00:00:00+00:00,down,210,227,2023-05-29T00:00:00+00:00,28475.0,210,2023-06-15T00:00:00+00:00,24825.0,227,charts/BTC-USD_1d_L0p786_s210_e227_b335_cont.png,,,
